UserID,YOB,Gender,Income,HouseholdStatus,EducationLevel,Party,Happy,Q124742,Q124122,Q123464,Q123621,Q122769,Q122770,Q122771,Q122120,Q121699,Q121700,Q120978,Q121011,Q120379,Q120650,Q120472,Q120194,Q120012,Q120014,Q119334,Q119851,Q119650,Q118892,Q118117,Q118232,Q118233,Q118237,Q117186,Q117193,Q116797,Q116881,Q116953,Q116601,Q116441,Q116448,Q116197,Q115602,Q115777,Q115610,Q115611,Q115899,Q115390,Q114961,Q114748,Q115195,Q114517,Q114386,Q113992,Q114152,Q113583,Q113584,Q113181,Q112478,Q112512,Q112270,Q111848,Q111580,Q111220,Q110740,Q109367,Q108950,Q109244,Q108855,Q108617,Q108856,Q108754,Q108342,Q108343,Q107869,Q107491,Q106993,Q106997,Q106272,Q106388,Q106389,Q106042,Q105840,Q105655,Q104996,Q103293,Q102906,Q102674,Q102687,Q102289,Q102089,Q101162,Q101163,Q101596,Q100689,Q100680,Q100562,Q99982,Q100010,Q99716,Q99581,Q99480,Q98869,Q98578,Q98059,Q98078,Q98197,Q96024,votes
6757,NA,MISS,MISS,MISS,MISS,MISS,0,Yes,Yes,MISS,No,MISS,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Standard hours,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,No,No,Supportive,No,PC,MISS,MISS,MISS,MISS,MISS,MISS,MISS,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,Yes,MISS,No,No,Yes,No,No,No,No,Own,Pessimist,Mom,No,MISS,MISS,Yes,MISS,Yes,MISS,MISS,MISS,Yes,No,MISS,MISS,MISS,Yes,38
6761,1900,Male,"$75,000 - $100,000",MISS,Doctoral Degree,Democrat,0,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,No,MISS,MISS,MISS,Yes,MISS,MISS,MISS,No,No,MISS,Technology,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,No,Yes,No,No,No,MISS,MISS,Yes,MISS,No,No,MISS,MISS,Dad,No,No,No,Yes,Nope,Yes,No,MISS,MISS,No,MISS,MISS,MISS,MISS,No,25
6762,1986,Male,"$50,000 - $74,999",Single (no kids),Master's Degree,Democrat,1,Yes,Yes,No,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,Yes,Idealist,Yes,No,Cool headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,No,Yes,Yes,MISS,MISS,MISS,MISS,MISS,22
6763,2000,Female,MISS,MISS,Current K-12,MISS,1,No,No,No,No,No,MISS,MISS,MISS,No,No,Yes,MISS,MISS,Yes,Art,MISS,No,MISS,MISS,Yes,MISS,MISS,Yes,MISS,No,MISS,MISS,MISS,MISS,Happy,MISS,No,No,MISS,MISS,Yes,MISS,Yes,No,MISS,No,MISS,MISS,MISS,No,Mysterious,No,MISS,Tunes,MISS,No,Yes,No,MISS,Yes,Supportive,No,Mac,MISS,Risk-friendly,MISS,MISS,MISS,MISS,Yes,MISS,MISS,MISS,Yes,Yes,MISS,MISS,No,No,No,MISS,No,Yes,Yes,Yes,MISS,Yes,No,MISS,Optimist,MISS,No,No,Yes,MISS,MISS,Yes,No,No,MISS,Yes,Yes,Yes,MISS,No,MISS,56
6764,1988,Female,"$50,000 - $74,999",Married (w/kids),High School Diploma,Democrat,0,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,No,MISS,No,Giving,Yes,No,Pragmatist,No,No,MISS,MISS,Yes,Happy,Yes,Yes,No,No,MISS,MISS,Start,Yes,No,Me,MISS,Yes,Yes,MISS,No,Mysterious,Yes,Yes,Talk,People,No,MISS,MISS,MISS,Yes,Supportive,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,MISS,MISS,No,No,Yes,Yes,Yes,No,Yes,MISS,MISS,MISS,MISS,MISS,Rent,Optimist,Dad,No,Yes,Yes,Yes,Nope,No,No,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,50
6766,1981,Male,"$75,000 - $100,000",Married (no kids),Master's Degree,Republican,0,Yes,No,No,Yes,No,Yes,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,Yes,Yes,Yes,Yes,Giving,No,No,Idealist,No,No,Hot headed,Standard hours,No,Right,No,No,No,Yes,P.M.,Yes,Start,Yes,Yes,Circumstances,No,Yes,No,Yes,No,TMI,Yes,No,Tunes,Technology,Yes,Yes,No,Yes,No,Supportive,No,PC,Yes,Cautious,No,Yes!,No,Space,No,Online,Yes,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Own,Optimist,Mom,No,Yes,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,101
6769,1997,Male,"$75,000 - $100,000",Single (no kids),Current K-12,Republican,0,Yes,No,No,No,Yes,Yes,Public,Yes,Yes,No,Yes,No,Yes,MISS,Art,Study first,No,Yes,Yes,No,Receiving,Yes,Yes,Pragmatist,Yes,No,Hot headed,Standard hours,Yes,Right,Yes,No,No,Yes,P.M.,Yes,Start,No,Yes,Me,No,Yes,Yes,Yes,No,TMI,No,No,Tunes,People,No,Yes,Yes,Yes,No,Supportive,Yes,PC,No,Cautious,No,Yes!,No,Space,Yes,Online,No,Yes,No,Yes,Grrr people,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Own,Pessimist,Dad,No,Yes,No,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,No,No,100
6772,1998,Male,"over $150,000",MISS,High School Diploma,Democrat,0,Yes,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,MISS,Art,Try first,Yes,Yes,Yes,Yes,Giving,No,No,Idealist,No,Yes,Cool headed,Standard hours,Yes,Happy,No,Yes,No,Yes,P.M.,Yes,End,Yes,No,Circumstances,Yes,No,No,Yes,No,TMI,No,Yes,Tunes,People,Yes,Yes,Yes,No,No,Supportive,No,PC,No,Risk-friendly,Yes,Yes!,No,Socialize,Yes,In-person,No,No,No,No,Yay people!,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Own,Pessimist,Dad,Yes,No,Yes,No,Nope,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,90
6773,1996,Male,"$75,000 - $100,000",Single (no kids),Current Undergraduate,Democrat,0,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Standard hours,No,Happy,No,No,No,Yes,P.M.,Yes,End,MISS,Yes,Circumstances,MISS,No,No,MISS,No,Mysterious,MISS,MISS,MISS,People,MISS,MISS,MISS,MISS,MISS,Demanding,MISS,MISS,Yes,Risk-friendly,MISS,MISS,No,MISS,MISS,In-person,No,No,Yes,Yes,Grrr people,Yes,No,Yes,No,MISS,No,No,Yes,MISS,No,No,Yes,MISS,Pessimist,Mom,MISS,No,Yes,Yes,Nope,MISS,No,No,MISS,Yes,No,Yes,MISS,No,MISS,49
6777,NA,MISS,MISS,MISS,MISS,MISS,1,Yes,Yes,No,Yes,No,Yes,Private,No,Yes,No,Yes,No,No,Yes,Art,MISS,MISS,MISS,MISS,MISS,MISS,Yes,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Right,Yes,Yes,Yes,No,P.M.,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,Yes,Yes,Own,Optimist,Mom,Yes,Yes,MISS,No,Check!,Yes,MISS,MISS,MISS,MISS,MISS,Yes,Yes,Yes,MISS,44
6781,1998,Male,MISS,MISS,Current K-12,Other,1,No,Yes,No,No,No,No,Public,Yes,Yes,No,No,No,Yes,MISS,Science,Try first,Yes,Yes,Yes,No,Receiving,No,No,Pragmatist,No,Yes,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,End,Yes,No,Circumstances,No,No,No,Yes,No,TMI,No,Yes,Tunes,People,Yes,No,Yes,Yes,Yes,Supportive,No,PC,Yes,Risk-friendly,No,Yes!,No,Socialize,Yes,In-person,No,No,Yes,Yes,Yay people!,No,No,No,No,MISS,No,Yes,No,No,Yes,Yes,Yes,Rent,Optimist,Mom,No,No,Yes,Yes,Check!,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,99
6782,1995,Male,MISS,Single (no kids),Current K-12,MISS,1,MISS,MISS,MISS,No,MISS,MISS,MISS,No,Yes,No,Yes,No,Yes,MISS,MISS,Try first,No,MISS,MISS,No,MISS,No,MISS,MISS,MISS,MISS,Cool headed,Standard hours,MISS,MISS,No,Yes,No,MISS,P.M.,MISS,Start,MISS,No,Me,MISS,No,Yes,No,No,MISS,Yes,No,Tunes,People,MISS,Yes,MISS,MISS,Yes,Supportive,Yes,Mac,No,Risk-friendly,No,Yes!,MISS,Socialize,MISS,MISS,MISS,MISS,MISS,Yes,MISS,Yes,No,Yes,No,No,Yes,MISS,No,MISS,MISS,MISS,Yes,MISS,Optimist,MISS,Yes,No,No,Yes,Nope,Yes,MISS,Yes,Yes,Yes,Yes,Yes,No,No,MISS,61
6785,1996,Male,"$100,001 - $150,000",MISS,Current K-12,MISS,1,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,MISS,MISS,MISS,Yes,MISS,Yes,MISS,MISS,MISS,MISS,MISS,No,Giving,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,MISS,MISS,MISS,MISS,MISS,TMI,No,MISS,Tunes,People,MISS,Yes,Yes,Yes,Yes,Demanding,Yes,MISS,MISS,Risk-friendly,Yes,MISS,No,MISS,Yes,In-person,MISS,No,Yes,MISS,MISS,MISS,No,MISS,No,Yes,Yes,No,Yes,No,MISS,No,No,MISS,MISS,MISS,MISS,No,Yes,Yes,MISS,No,No,No,MISS,MISS,Yes,Yes,MISS,No,No,42
6789,1974,Male,"$50,000 - $74,999",Married (w/kids),High School Diploma,Other,0,MISS,No,No,Yes,No,Yes,Public,No,Yes,No,MISS,MISS,No,MISS,MISS,Study first,No,No,No,No,Giving,MISS,No,MISS,MISS,MISS,Hot headed,Standard hours,No,Right,Yes,No,No,No,P.M.,No,End,No,No,Me,Yes,Yes,No,No,No,Mysterious,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,No,No,Yes,Yes,Yes,Yes,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,45
6791,1968,Male,"over $150,000",Married (w/kids),Bachelor's Degree,Other,1,MISS,MISS,MISS,MISS,No,No,Public,No,Yes,No,Yes,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,MISS,MISS,MISS,MISS,No,Happy,MISS,Yes,Yes,Yes,P.M.,No,Start,Yes,No,Me,Yes,No,Yes,Yes,Yes,TMI,No,Yes,Talk,People,Yes,Yes,No,Yes,Yes,Demanding,No,PC,Yes,Risk-friendly,MISS,Umm...,No,Space,No,MISS,MISS,No,No,Yes,Grrr people,Yes,Yes,No,Yes,No,Yes,MISS,No,Yes,No,No,MISS,MISS,Optimist,Dad,Yes,No,Yes,Yes,Check!,Yes,No,No,Yes,Yes,No,MISS,MISS,MISS,Yes,72
6795,1964,Female,"$75,000 - $100,000",Married (w/kids),Master's Degree,Independent,0,MISS,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,MISS,MISS,Yes,Yes,MISS,MISS,Yes,End,Yes,No,Circumstances,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,Talk,People,MISS,MISS,MISS,MISS,Yes,MISS,MISS,Mac,MISS,MISS,MISS,Yes!,No,Space,Yes,Online,Yes,MISS,MISS,MISS,MISS,Yes,MISS,MISS,Yes,Yes,MISS,Yes,No,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,Yes,No,Check!,Yes,No,Yes,No,Yes,No,Yes,MISS,Yes,Yes,46
6797,NA,Male,MISS,MISS,Current K-12,MISS,0,No,No,No,No,MISS,No,Public,Yes,MISS,No,MISS,MISS,No,Yes,Art,MISS,MISS,Yes,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,MISS,MISS,MISS,MISS,Yes,MISS,MISS,MISS,A.M.,MISS,Start,MISS,MISS,Me,Yes,Yes,No,MISS,MISS,TMI,No,MISS,MISS,MISS,Yes,MISS,MISS,Yes,No,MISS,MISS,Mac,No,MISS,MISS,MISS,MISS,MISS,Yes,In-person,No,Yes,No,Yes,Yay people!,MISS,No,Yes,MISS,MISS,Yes,No,No,No,No,No,No,Own,Optimist,Dad,MISS,No,No,Yes,MISS,Yes,MISS,No,No,Yes,MISS,MISS,MISS,Yes,No,55
6798,1987,Female,"$50,000 - $74,999",Single (no kids),Master's Degree,Republican,0,No,Yes,No,Yes,No,No,Public,Yes,Yes,No,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,Yes,No,Giving,No,No,Pragmatist,No,Yes,Hot headed,Standard hours,No,Happy,Yes,Yes,Yes,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,No,Mysterious,Yes,No,Tunes,People,No,Yes,Yes,Yes,Yes,Supportive,No,PC,Yes,Cautious,Yes,Yes!,No,Socialize,Yes,In-person,Yes,Yes,Yes,No,Grrr people,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Rent,Pessimist,Mom,No,Yes,Yes,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,101
6799,1961,Female,"$50,000 - $74,999",Married (w/kids),Associate's Degree,Republican,1,No,No,No,Yes,No,Yes,Public,No,No,No,Yes,Yes,No,Yes,Science,Study first,No,No,No,No,Giving,Yes,No,Pragmatist,No,No,Cool headed,Standard hours,No,Happy,Yes,Yes,No,No,P.M.,No,Start,Yes,No,Circumstances,Yes,No,Yes,Yes,Yes,Mysterious,Yes,No,Tunes,Technology,No,Yes,No,Yes,No,Demanding,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Own,Optimist,Dad,No,Yes,No,No,Check!,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,101
6802,1947,Male,"$50,000 - $74,999",Married (no kids),Bachelor's Degree,Democrat,0,MISS,No,No,No,Yes,No,Public,No,Yes,No,No,No,No,Yes,Art,Try first,No,No,Yes,Yes,Giving,Yes,Yes,Idealist,No,No,Hot headed,Odd hours,Yes,Happy,No,Yes,Yes,No,P.M.,Yes,End,Yes,No,Me,No,No,No,Yes,Yes,Mysterious,No,Yes,Tunes,Technology,Yes,No,Yes,Yes,No,Supportive,No,PC,Yes,Risk-friendly,No,Umm...,No,Space,No,In-person,No,Yes,Yes,Yes,Grrr people,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Own,Optimist,Dad,Yes,Yes,No,Yes,Check!,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,100
6803,NA,MISS,MISS,MISS,MISS,MISS,1,MISS,No,No,Yes,MISS,Yes,Public,MISS,MISS,MISS,MISS,MISS,Yes,Yes,MISS,Study first,MISS,MISS,Yes,Yes,Giving,Yes,MISS,MISS,MISS,MISS,MISS,Odd hours,No,MISS,MISS,Yes,No,MISS,P.M.,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,MISS,MISS,Yes,Yes,MISS,MISS,Yes,MISS,No,MISS,No,MISS,MISS,MISS,MISS,MISS,Yes,In-person,MISS,MISS,MISS,MISS,MISS,Yes,Yes,MISS,No,MISS,Yes,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,Yes,Yes,36
6804,NA,MISS,MISS,MISS,MISS,MISS,1,MISS,MISS,No,MISS,Yes,Yes,Private,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Science,MISS,MISS,MISS,Yes,No,MISS,MISS,MISS,Pragmatist,MISS,MISS,Cool headed,MISS,MISS,MISS,No,MISS,MISS,Yes,A.M.,MISS,End,MISS,MISS,Me,Yes,Yes,Yes,MISS,MISS,Mysterious,Yes,No,MISS,MISS,No,MISS,Yes,No,Yes,MISS,MISS,MISS,MISS,Risk-friendly,No,MISS,No,Space,Yes,MISS,MISS,No,MISS,Yes,Yay people!,MISS,MISS,MISS,No,MISS,MISS,MISS,MISS,MISS,MISS,Yes,MISS,Rent,Optimist,MISS,No,No,Yes,Yes,MISS,MISS,MISS,MISS,MISS,No,Yes,Yes,MISS,MISS,MISS,43
6809,1992,Male,MISS,Single (no kids),Current Undergraduate,Democrat,0,MISS,MISS,No,No,No,No,Public,Yes,Yes,Yes,No,Yes,No,Yes,Science,Study first,Yes,No,Yes,No,Giving,Yes,Yes,Pragmatist,No,Yes,Cool headed,Odd hours,Yes,Happy,Yes,Yes,No,Yes,P.M.,Yes,Start,Yes,No,Me,Yes,No,Yes,Yes,Yes,TMI,Yes,No,Tunes,Technology,No,Yes,Yes,Yes,Yes,Supportive,No,Mac,Yes,Cautious,Yes,Yes!,No,Socialize,No,In-person,Yes,No,Yes,Yes,Grrr people,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Rent,Optimist,Dad,Yes,No,Yes,Yes,Nope,Yes,No,No,No,No,No,Yes,No,No,Yes,99
6810,1990,Male,"$25,001 - $50,000",Single (no kids),Bachelor's Degree,Democrat,0,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,No,No,Giving,Yes,Yes,Pragmatist,No,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,Yes,Yes,MISS,MISS,MISS,MISS,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,No,Yes,MISS,MISS,Yes,No,Yes,No,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Rent,Pessimist,Dad,No,Yes,No,Yes,Nope,Yes,Yes,No,MISS,MISS,MISS,MISS,MISS,MISS,No,42
6811,1986,Male,"$25,001 - $50,000",Single (no kids),Associate's Degree,Democrat,1,MISS,MISS,Yes,MISS,No,No,Public,No,No,Yes,MISS,Yes,Yes,MISS,Art,Study first,No,No,No,Yes,Giving,Yes,No,Idealist,Yes,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,P.M.,Yes,Start,Yes,Yes,Me,Yes,No,MISS,No,MISS,MISS,MISS,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Risk-friendly,MISS,Yes!,No,Socialize,No,In-person,No,No,Yes,Yes,Yay people!,No,No,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,54
6816,1974,Male,MISS,Married (w/kids),MISS,Republican,1,MISS,MISS,MISS,MISS,Yes,Yes,Public,No,Yes,No,Yes,Yes,No,Yes,Science,Study first,No,No,Yes,No,Giving,No,No,MISS,Yes,No,Hot headed,Odd hours,MISS,MISS,MISS,MISS,Yes,No,P.M.,No,Start,Yes,Yes,Circumstances,Yes,Yes,No,No,Yes,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,Yes,Supportive,Yes,PC,Yes,Cautious,No,Yes!,No,Socialize,No,Online,Yes,No,No,Yes,Yay people!,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,Own,Pessimist,Mom,Yes,Yes,No,Yes,Check!,Yes,MISS,MISS,MISS,Yes,No,Only-child,No,No,No,89
6817,NA,MISS,MISS,MISS,MISS,MISS,0,No,Yes,Yes,No,No,Yes,Public,No,Yes,No,Yes,Yes,Yes,Yes,Art,Study first,No,Yes,No,No,Giving,Yes,Yes,MISS,No,Yes,Cool headed,Odd hours,No,Right,Yes,No,No,No,P.M.,Yes,Start,Yes,No,Me,Yes,Yes,Yes,Yes,No,Mysterious,No,No,Tunes,Technology,No,Yes,Yes,No,No,Supportive,Yes,PC,Yes,Cautious,Yes,Yes!,No,Space,No,In-person,Yes,Yes,Yes,Yes,Grrr people,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Rent,Pessimist,Dad,No,Yes,Yes,Yes,Nope,Yes,No,No,No,Yes,No,Yes,No,No,No,100
6821,NA,MISS,MISS,MISS,MISS,Republican,0,No,Yes,No,No,No,Yes,Public,Yes,No,Yes,Yes,Yes,Yes,Yes,Science,Try first,Yes,Yes,No,No,Receiving,No,Yes,Pragmatist,No,No,Hot headed,Standard hours,No,Right,No,Yes,No,No,A.M.,No,Start,Yes,No,Circumstances,No,Yes,Yes,No,No,Mysterious,No,No,MISS,MISS,No,No,Yes,No,Yes,Demanding,No,PC,Yes,Risk-friendly,No,Yes!,Yes,Space,Yes,Online,No,Yes,Yes,Yes,Grrr people,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Own,Optimist,Mom,No,Yes,No,Yes,Nope,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,99
6824,1999,Female,MISS,Single (no kids),Current K-12,Republican,1,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,Yes,MISS,Yes,Giving,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,MISS,No,Yes,MISS,Yes,MISS,MISS,No,No,MISS,No,No,Tunes,People,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Rent,Optimist,MISS,No,Yes,Yes,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,20
6827,1949,Male,"$25,001 - $50,000",Married (no kids),Bachelor's Degree,Independent,1,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,MISS,No,No,No,Yes,Science,Try first,MISS,MISS,MISS,MISS,MISS,MISS,No,Idealist,No,No,Cool headed,Odd hours,No,Happy,Yes,Yes,No,No,A.M.,Yes,Start,Yes,Yes,Me,Yes,No,No,No,No,Mysterious,No,Yes,Tunes,Technology,Yes,Yes,No,No,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,No,Yes,Yes,Own,Optimist,Dad,Yes,No,Yes,No,Nope,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,61
6830,1962,Male,"$100,001 - $150,000",Married (w/kids),Master's Degree,Libertarian,1,Yes,Yes,No,No,No,Yes,Private,No,No,No,Yes,Yes,Yes,Yes,Art,Try first,No,Yes,Yes,Yes,Giving,Yes,Yes,Idealist,No,Yes,Hot headed,Standard hours,No,Right,No,Yes,Yes,Yes,P.M.,Yes,Start,Yes,Yes,Me,No,No,Yes,Yes,No,TMI,No,No,Tunes,People,Yes,Yes,Yes,No,No,Supportive,No,Mac,No,Risk-friendly,No,Yes!,No,Socialize,No,In-person,No,Yes,Yes,No,Grrr people,Yes,Yes,No,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,No,No,Yes,Yes,Yes,Only-child,MISS,Yes,MISS,82
6836,1989,Male,"under $25,000",Single (no kids),Associate's Degree,Democrat,1,MISS,MISS,No,MISS,No,No,Public,No,Yes,No,Yes,Yes,No,Yes,Art,MISS,Yes,No,MISS,No,Giving,No,Yes,Idealist,Yes,Yes,Hot headed,Odd hours,No,Happy,No,No,Yes,Yes,P.M.,No,Start,No,Yes,Me,Yes,No,Yes,No,No,Mysterious,Yes,No,Talk,People,Yes,Yes,Yes,No,No,Supportive,No,Mac,Yes,Risk-friendly,No,Yes!,No,Socialize,No,In-person,Yes,No,Yes,Yes,Yay people!,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Rent,Optimist,Mom,No,Yes,No,Yes,MISS,MISS,MISS,MISS,Yes,MISS,No,Yes,No,Yes,No,91
6837,NA,MISS,MISS,MISS,MISS,Democrat,0,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,MISS,Yes,MISS,No,PC,Yes,Cautious,No,Yes!,No,Space,No,In-person,Yes,No,Yes,Yes,Grrr people,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,MISS,Optimist,Dad,No,Yes,No,Yes,Nope,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,45
